file||src||doc_id||subdoc_id||texttype||balanced||src_file_or_url||words||chars||sentences
estonian_nc17.vert.03||NC||7984||500553||periodicals||_||aja_EPL_1997_06_18.ma||202||1174||14
estonian_nc17.vert.03||NC||7984||500554||periodicals||_||aja_EPL_1997_06_18.ma||662||3875||38
estonian_nc17.vert.03||NC||7984||500555||periodicals||_||aja_EPL_1997_06_18.ma||376||2880||28
estonian_nc17.vert.03||NC||7984||500556||periodicals||_||aja_EPL_1997_06_18.ma||367||2319||28
estonian_nc17.vert.03||NC||8027||502525||periodicals||_||aja_EPL_1997_09_27.ma||216||1453||11
estonian_nc17.vert.03||NC||8027||502526||periodicals||_||aja_EPL_1997_09_27.ma||309||2084||16
estonian_nc17.vert.03||NC||8027||502527||periodicals||_||aja_EPL_1997_09_27.ma||622||4579||41
estonian_nc17.vert.03||NC||8027||502528||periodicals||_||aja_EPL_1997_09_27.ma||521||3636||33
estonian_nc17.vert.03||NC||8027||502529||periodicals||_||aja_EPL_1997_09_27.ma||139||896||8
estonian_nc17.vert.03||NC||8027||502530||periodicals||_||aja_EPL_1997_09_27.ma||157||1010||10
estonian_nc17.vert.03||NC||8027||502531||periodicals||_||aja_EPL_1997_09_27.ma||219||1443||12
estonian_nc17.vert.03||NC||8027||502532||periodicals||_||aja_EPL_1997_09_27.ma||312||2121||17
estonian_nc17.vert.03||NC||8027||502533||periodicals||_||aja_EPL_1997_09_27.ma||156||845||17
estonian_nc17.vert.03||NC||8027||502534||periodicals||_||aja_EPL_1997_09_27.ma||134||829||10
estonian_nc17.vert.03||NC||8027||502535||periodicals||_||aja_EPL_1997_09_27.ma||25||154||3
estonian_nc17.vert.03||NC||8027||502536||periodicals||_||aja_EPL_1997_09_27.ma||565||3741||31
estonian_nc17.vert.03||NC||8027||502537||periodicals||_||aja_EPL_1997_09_27.ma||407||2780||24
estonian_nc17.vert.03||NC||8027||502538||periodicals||_||aja_EPL_1997_09_27.ma||398||2470||21
estonian_nc17.vert.03||NC||8027||502539||periodicals||_||aja_EPL_1997_09_27.ma||461||3196||27
estonian_nc17.vert.03||NC||8027||502540||periodicals||_||aja_EPL_1997_09_27.ma||346||2610||16
estonian_nc17.vert.03||NC||8027||502541||periodicals||_||aja_EPL_1997_09_27.ma||519||3438||27
estonian_nc17.vert.03||NC||8027||502542||periodicals||_||aja_EPL_1997_09_27.ma||211||1367||14
estonian_nc17.vert.03||NC||8027||502543||periodicals||_||aja_EPL_1997_09_27.ma||370||2479||21
estonian_nc17.vert.03||NC||8027||502544||periodicals||_||aja_EPL_1997_09_27.ma||324||2133||22
estonian_nc17.vert.03||NC||8027||502545||periodicals||_||aja_EPL_1997_09_27.ma||206||1359||11
estonian_nc17.vert.03||NC||8027||502546||periodicals||_||aja_EPL_1997_09_27.ma||458||3035||24
estonian_nc17.vert.03||NC||8027||502547||periodicals||_||aja_EPL_1997_09_27.ma||541||3720||32
estonian_nc17.vert.03||NC||8027||502548||periodicals||_||aja_EPL_1997_09_27.ma||389||2589||29
estonian_nc17.vert.03||NC||8027||502549||periodicals||_||aja_EPL_1997_09_27.ma||344||2168||27
estonian_nc17.vert.03||NC||8027||502550||periodicals||_||aja_EPL_1997_09_27.ma||354||2203||23
estonian_nc17.vert.03||NC||8027||502551||periodicals||_||aja_EPL_1997_09_27.ma||266||1903||16
estonian_nc17.vert.03||NC||8027||502552||periodicals||_||aja_EPL_1997_09_27.ma||314||2214||19
estonian_nc17.vert.03||NC||8027||502553||periodicals||_||aja_EPL_1997_09_27.ma||138||918||10
estonian_nc17.vert.03||NC||8027||502554||periodicals||_||aja_EPL_1997_09_27.ma||343||1896||19
estonian_nc17.vert.03||NC||8027||502555||periodicals||_||aja_EPL_1997_09_27.ma||349||1891||24
estonian_nc17.vert.03||NC||8027||502556||periodicals||_||aja_EPL_1997_09_27.ma||80||555||5
estonian_nc17.vert.03||NC||8027||502557||periodicals||_||aja_EPL_1997_09_27.ma||407||2613||31
estonian_nc17.vert.03||NC||8027||502558||periodicals||_||aja_EPL_1997_09_27.ma||464||3271||23
estonian_nc17.vert.03||NC||8027||502559||periodicals||_||aja_EPL_1997_09_27.ma||363||2625||22
estonian_nc17.vert.03||NC||8027||502560||periodicals||_||aja_EPL_1997_09_27.ma||218||1472||15
estonian_nc17.vert.03||NC||8027||502561||periodicals||_||aja_EPL_1997_09_27.ma||179||1261||8
estonian_nc17.vert.03||NC||8027||502562||periodicals||_||aja_EPL_1997_09_27.ma||709||4481||40
estonian_nc17.vert.03||NC||8027||502563||periodicals||_||aja_EPL_1997_09_27.ma||168||981||13
estonian_nc17.vert.03||NC||8088||505369||periodicals||_||aja_EPL_1997_05_03.ma||311||2187||17
estonian_nc17.vert.03||NC||8088||505370||periodicals||_||aja_EPL_1997_05_03.ma||674||4592||47
estonian_nc17.vert.03||NC||8088||505371||periodicals||_||aja_EPL_1997_05_03.ma||23||131||3
estonian_nc17.vert.03||NC||8088||505372||periodicals||_||aja_EPL_1997_05_03.ma||79||522||5
estonian_nc17.vert.03||NC||8088||505373||periodicals||_||aja_EPL_1997_05_03.ma||77||574||7
estonian_nc17.vert.03||NC||8088||505374||periodicals||_||aja_EPL_1997_05_03.ma||294||2176||15
estonian_nc17.vert.03||NC||8088||505375||periodicals||_||aja_EPL_1997_05_03.ma||162||1067||11
estonian_nc17.vert.03||NC||8088||505376||periodicals||_||aja_EPL_1997_05_03.ma||120||913||9
estonian_nc17.vert.03||NC||8088||505377||periodicals||_||aja_EPL_1997_05_03.ma||260||1793||20
estonian_nc17.vert.03||NC||8088||505378||periodicals||_||aja_EPL_1997_05_03.ma||356||2754||21
estonian_nc17.vert.03||NC||8088||505379||periodicals||_||aja_EPL_1997_05_03.ma||663||4701||33
estonian_nc17.vert.03||NC||8088||505380||periodicals||_||aja_EPL_1997_05_03.ma||376||2412||22
estonian_nc17.vert.03||NC||8088||505381||periodicals||_||aja_EPL_1997_05_03.ma||290||2070||18
estonian_nc17.vert.03||NC||8088||505382||periodicals||_||aja_EPL_1997_05_03.ma||243||1701||14
estonian_nc17.vert.03||NC||8088||505383||periodicals||_||aja_EPL_1997_05_03.ma||399||2784||22
estonian_nc17.vert.03||NC||8088||505384||periodicals||_||aja_EPL_1997_05_03.ma||195||1197||10
estonian_nc17.vert.03||NC||8088||505385||periodicals||_||aja_EPL_1997_05_03.ma||541||3570||36
estonian_nc17.vert.03||NC||8088||505386||periodicals||_||aja_EPL_1997_05_03.ma||423||2546||27
estonian_nc17.vert.03||NC||8088||505387||periodicals||_||aja_EPL_1997_05_03.ma||769||4881||49
estonian_nc17.vert.03||NC||8088||505388||periodicals||_||aja_EPL_1997_05_03.ma||743||3385||135
estonian_nc17.vert.03||NC||8088||505389||periodicals||_||aja_EPL_1997_05_03.ma||134||924||8
estonian_nc17.vert.03||NC||8088||505390||periodicals||_||aja_EPL_1997_05_03.ma||525||2513||21
estonian_nc17.vert.03||NC||8088||505391||periodicals||_||aja_EPL_1997_05_03.ma||972||4442||46
estonian_nc17.vert.03||NC||8088||505392||periodicals||_||aja_EPL_1997_05_03.ma||454||2964||28
estonian_nc17.vert.03||NC||8088||505393||periodicals||_||aja_EPL_1997_05_03.ma||286||2272||22
estonian_nc17.vert.03||NC||8088||505394||periodicals||_||aja_EPL_1997_05_03.ma||376||2734||27
estonian_nc17.vert.03||NC||8088||505395||periodicals||_||aja_EPL_1997_05_03.ma||277||2059||13
estonian_nc17.vert.03||NC||8088||505396||periodicals||_||aja_EPL_1997_05_03.ma||568||3869||25
estonian_nc17.vert.03||NC||8088||505397||periodicals||_||aja_EPL_1997_05_03.ma||162||1002||13
estonian_nc17.vert.03||NC||8088||505398||periodicals||_||aja_EPL_1997_05_03.ma||764||4858||69
estonian_nc17.vert.03||NC||8088||505399||periodicals||_||aja_EPL_1997_05_03.ma||34||305||1
estonian_nc17.vert.03||NC||8139||507873||periodicals||_||aja_EPL_1997_05_19.ma||846||5887||37
estonian_nc17.vert.03||NC||8139||507874||periodicals||_||aja_EPL_1997_05_19.ma||610||4116||34
estonian_nc17.vert.03||NC||8139||507875||periodicals||_||aja_EPL_1997_05_19.ma||325||2331||16
estonian_nc17.vert.03||NC||8139||507876||periodicals||_||aja_EPL_1997_05_19.ma||393||2779||24
estonian_nc17.vert.03||NC||8139||507877||periodicals||_||aja_EPL_1997_05_19.ma||480||2738||39
estonian_nc17.vert.03||NC||8139||507878||periodicals||_||aja_EPL_1997_05_19.ma||280||1908||8
estonian_nc17.vert.03||NC||8139||507879||periodicals||_||aja_EPL_1997_05_19.ma||424||2871||27
estonian_nc17.vert.03||NC||8139||507880||periodicals||_||aja_EPL_1997_05_19.ma||244||1281||22
estonian_nc17.vert.03||NC||8139||507881||periodicals||_||aja_EPL_1997_05_19.ma||115||779||9
estonian_nc17.vert.03||NC||8139||507882||periodicals||_||aja_EPL_1997_05_19.ma||40||177||4
estonian_nc17.vert.03||NC||8139||507883||periodicals||_||aja_EPL_1997_05_19.ma||118||751||11
estonian_nc17.vert.03||NC||8139||507884||periodicals||_||aja_EPL_1997_05_19.ma||407||2939||24
estonian_nc17.vert.03||NC||8139||507885||periodicals||_||aja_EPL_1997_05_19.ma||41||285||3
estonian_nc17.vert.03||NC||8139||507886||periodicals||_||aja_EPL_1997_05_19.ma||333||2546||18
estonian_nc17.vert.03||NC||8139||507887||periodicals||_||aja_EPL_1997_05_19.ma||320||2136||23
estonian_nc17.vert.03||NC||8139||507888||periodicals||_||aja_EPL_1997_05_19.ma||246||1741||12
estonian_nc17.vert.03||NC||8139||507889||periodicals||_||aja_EPL_1997_05_19.ma||548||3399||35
estonian_nc17.vert.03||NC||8139||507890||periodicals||_||aja_EPL_1997_05_19.ma||640||4197||42
estonian_nc17.vert.03||NC||8139||507891||periodicals||_||aja_EPL_1997_05_19.ma||432||2975||22
estonian_nc17.vert.03||NC||8139||507892||periodicals||_||aja_EPL_1997_05_19.ma||216||1820||14
estonian_nc17.vert.03||NC||8139||507893||periodicals||_||aja_EPL_1997_05_19.ma||91||570||4
estonian_nc17.vert.03||NC||8139||507894||periodicals||_||aja_EPL_1997_05_19.ma||227||1379||18
estonian_nc17.vert.03||NC||8139||507895||periodicals||_||aja_EPL_1997_05_19.ma||194||1374||11
estonian_nc17.vert.03||NC||8139||507896||periodicals||_||aja_EPL_1997_05_19.ma||138||1090||8
estonian_nc17.vert.03||NC||8139||507897||periodicals||_||aja_EPL_1997_05_19.ma||117||608||6
estonian_nc17.vert.03||NC||8139||507898||periodicals||_||aja_EPL_1997_05_19.ma||700||4177||45
estonian_nc17.vert.03||NC||8139||507899||periodicals||_||aja_EPL_1997_05_19.ma||591||3911||35
estonian_nc17.vert.03||NC||8139||507900||periodicals||_||aja_EPL_1997_05_19.ma||470||3180||23
estonian_nc17.vert.03||NC||8139||507901||periodicals||_||aja_EPL_1997_05_19.ma||525||3353||25
estonian_nc17.vert.03||NC||8139||507902||periodicals||_||aja_EPL_1997_05_19.ma||473||3060||48
estonian_nc17.vert.03||NC||8139||507903||periodicals||_||aja_EPL_1997_05_19.ma||190||1089||19
estonian_nc17.vert.03||NC||8139||507904||periodicals||_||aja_EPL_1997_05_19.ma||221||1541||13
estonian_nc17.vert.03||NC||8139||507905||periodicals||_||aja_EPL_1997_05_19.ma||237||1428||20
estonian_nc17.vert.03||NC||8139||507906||periodicals||_||aja_EPL_1997_05_19.ma||393||1834||43
estonian_nc17.vert.03||NC||8139||507907||periodicals||_||aja_EPL_1997_05_19.ma||245||1563||19
estonian_nc17.vert.03||NC||8139||507908||periodicals||_||aja_EPL_1997_05_19.ma||230||1309||15
estonian_nc17.vert.03||NC||8139||507909||periodicals||_||aja_EPL_1997_05_19.ma||249||1324||31
estonian_nc17.vert.03||NC||8139||507910||periodicals||_||aja_EPL_1997_05_19.ma||385||2138||33
estonian_nc17.vert.03||NC||8139||507911||periodicals||_||aja_EPL_1997_05_19.ma||320||1969||20
estonian_nc17.vert.03||NC||8139||507912||periodicals||_||aja_EPL_1997_05_19.ma||145||703||16
estonian_nc17.vert.03||NC||8139||507913||periodicals||_||aja_EPL_1997_05_19.ma||239||1546||16
estonian_nc17.vert.03||NC||8139||507914||periodicals||_||aja_EPL_1997_05_19.ma||198||1305||13
estonian_nc17.vert.03||NC||8139||507915||periodicals||_||aja_EPL_1997_05_19.ma||203||1151||14
estonian_nc17.vert.03||NC||8139||507916||periodicals||_||aja_EPL_1997_05_19.ma||555||3799||36
estonian_nc17.vert.03||NC||8139||507917||periodicals||_||aja_EPL_1997_05_19.ma||412||2814||22
estonian_nc17.vert.03||NC||8139||507918||periodicals||_||aja_EPL_1997_05_19.ma||694||4888||35
estonian_nc17.vert.03||NC||8139||507919||periodicals||_||aja_EPL_1997_05_19.ma||182||1313||11
estonian_nc17.vert.03||NC||8139||507920||periodicals||_||aja_EPL_1997_05_19.ma||195||1360||15
estonian_nc17.vert.03||NC||8139||507921||periodicals||_||aja_EPL_1997_05_19.ma||284||2149||15
estonian_nc17.vert.03||NC||8139||507922||periodicals||_||aja_EPL_1997_05_19.ma||367||2634||24
estonian_nc17.vert.03||NC||8139||507923||periodicals||_||aja_EPL_1997_05_19.ma||209||1131||20
estonian_nc17.vert.03||NC||8139||507924||periodicals||_||aja_EPL_1997_05_19.ma||273||2151||16
estonian_nc17.vert.03||NC||8139||507925||periodicals||_||aja_EPL_1997_05_19.ma||652||4536||41
estonian_nc17.vert.03||NC||8139||507926||periodicals||_||aja_EPL_1997_05_19.ma||431||2849||22
estonian_nc17.vert.03||NC||8139||507927||periodicals||_||aja_EPL_1997_05_19.ma||91||596||5
estonian_nc17.vert.03||NC||8139||507928||periodicals||_||aja_EPL_1997_05_19.ma||82||474||8
estonian_nc17.vert.03||NC||8139||507929||periodicals||_||aja_EPL_1997_05_19.ma||454||2982||33
estonian_nc17.vert.03||NC||8139||507930||periodicals||_||aja_EPL_1997_05_19.ma||600||3528||50
estonian_nc17.vert.03||NC||8139||507931||periodicals||_||aja_EPL_1997_05_19.ma||447||3038||26
estonian_nc17.vert.03||NC||8193||511079||periodicals||_||aja_sloleht_1998_03_26.ma||24||158||2
estonian_nc17.vert.03||NC||8193||511080||periodicals||_||aja_sloleht_1998_03_26.ma||6||45||1
estonian_nc17.vert.03||NC||8193||511081||periodicals||_||aja_sloleht_1998_03_26.ma||218||1682||18
estonian_nc17.vert.03||NC||8193||511082||periodicals||_||aja_sloleht_1998_03_26.ma||544||3705||30
estonian_nc17.vert.03||NC||8193||511083||periodicals||_||aja_sloleht_1998_03_26.ma||47||349||4
estonian_nc17.vert.03||NC||8193||511084||periodicals||_||aja_sloleht_1998_03_26.ma||375||2297||36
estonian_nc17.vert.03||NC||8193||511085||periodicals||_||aja_sloleht_1998_03_26.ma||180||1275||10
estonian_nc17.vert.03||NC||8193||511086||periodicals||_||aja_sloleht_1998_03_26.ma||21||140||1
estonian_nc17.vert.03||NC||8193||511087||periodicals||_||aja_sloleht_1998_03_26.ma||635||3913||40
estonian_nc17.vert.03||NC||8193||511088||periodicals||_||aja_sloleht_1998_03_26.ma||347||2204||24
estonian_nc17.vert.03||NC||8193||511089||periodicals||_||aja_sloleht_1998_03_26.ma||245||1644||15
estonian_nc17.vert.03||NC||8193||511090||periodicals||_||aja_sloleht_1998_03_26.ma||359||2647||25
estonian_nc17.vert.03||NC||8193||511091||periodicals||_||aja_sloleht_1998_03_26.ma||15||107||1
estonian_nc17.vert.03||NC||8193||511092||periodicals||_||aja_sloleht_1998_03_26.ma||176||950||9
estonian_nc17.vert.03||NC||8193||511093||periodicals||_||aja_sloleht_1998_03_26.ma||14||57||1
estonian_nc17.vert.03||NC||8193||511094||periodicals||_||aja_sloleht_1998_03_26.ma||269||2062||18
estonian_nc17.vert.03||NC||8193||511095||periodicals||_||aja_sloleht_1998_03_26.ma||32||244||1
estonian_nc17.vert.03||NC||8193||511096||periodicals||_||aja_sloleht_1998_03_26.ma||674||4341||32
estonian_nc17.vert.03||NC||8193||511097||periodicals||_||aja_sloleht_1998_03_26.ma||399||2540||32
estonian_nc17.vert.03||NC||8193||511098||periodicals||_||aja_sloleht_1998_03_26.ma||240||1685||15
estonian_nc17.vert.03||NC||8193||511099||periodicals||_||aja_sloleht_1998_03_26.ma||211||1446||11
estonian_nc17.vert.03||NC||8193||511100||periodicals||_||aja_sloleht_1998_03_26.ma||22||172||1
estonian_nc17.vert.03||NC||8193||511101||periodicals||_||aja_sloleht_1998_03_26.ma||403||2965||23
estonian_nc17.vert.03||NC||8193||511102||periodicals||_||aja_sloleht_1998_03_26.ma||331||2000||18
estonian_nc17.vert.03||NC||8193||511103||periodicals||_||aja_sloleht_1998_03_26.ma||229||1469||14
estonian_nc17.vert.03||NC||8193||511104||periodicals||_||aja_sloleht_1998_03_26.ma||233||1692||13
estonian_nc17.vert.03||NC||8193||511105||periodicals||_||aja_sloleht_1998_03_26.ma||181||1124||12
estonian_nc17.vert.03||NC||8193||511106||periodicals||_||aja_sloleht_1998_03_26.ma||5||21||1
estonian_nc17.vert.03||NC||8193||511107||periodicals||_||aja_sloleht_1998_03_26.ma||415||2539||33
estonian_nc17.vert.03||NC||8193||511108||periodicals||_||aja_sloleht_1998_03_26.ma||565||4042||30
estonian_nc17.vert.03||NC||8193||511109||periodicals||_||aja_sloleht_1998_03_26.ma||173||1185||10
estonian_nc17.vert.03||NC||8193||511110||periodicals||_||aja_sloleht_1998_03_26.ma||319||2043||20
estonian_nc17.vert.03||NC||8193||511111||periodicals||_||aja_sloleht_1998_03_26.ma||324||1963||25
estonian_nc17.vert.03||NC||8193||511112||periodicals||_||aja_sloleht_1998_03_26.ma||608||3722||43
estonian_nc17.vert.03||NC||8193||511113||periodicals||_||aja_sloleht_1998_03_26.ma||115||832||12
estonian_nc17.vert.03||NC||8193||511114||periodicals||_||aja_sloleht_1998_03_26.ma||23||153||2
estonian_nc17.vert.03||NC||8193||511115||periodicals||_||aja_sloleht_1998_03_26.ma||626||3940||47
estonian_nc17.vert.03||NC||8193||511116||periodicals||_||aja_sloleht_1998_03_26.ma||232||1514||11
estonian_nc17.vert.03||NC||8193||511117||periodicals||_||aja_sloleht_1998_03_26.ma||171||883||18
estonian_nc17.vert.03||NC||8193||511118||periodicals||_||aja_sloleht_1998_03_26.ma||195||1369||14
estonian_nc17.vert.03||NC||8193||511119||periodicals||_||aja_sloleht_1998_03_26.ma||405||2782||22
estonian_nc17.vert.03||NC||8193||511120||periodicals||_||aja_sloleht_1998_03_26.ma||576||3976||31
estonian_nc17.vert.03||NC||8193||511121||periodicals||_||aja_sloleht_1998_03_26.ma||632||4636||31
estonian_nc17.vert.03||NC||8193||511122||periodicals||_||aja_sloleht_1998_03_26.ma||8||77||1
estonian_nc17.vert.03||NC||8193||511123||periodicals||_||aja_sloleht_1998_03_26.ma||341||2340||18
estonian_nc17.vert.03||NC||8193||511124||periodicals||_||aja_sloleht_1998_03_26.ma||127||738||5
estonian_nc17.vert.03||NC||8193||511125||periodicals||_||aja_sloleht_1998_03_26.ma||8||59||1
estonian_nc17.vert.03||NC||8193||511126||periodicals||_||aja_sloleht_1998_03_26.ma||161||996||10
estonian_nc17.vert.03||NC||8193||511127||periodicals||_||aja_sloleht_1998_03_26.ma||16||101||1
estonian_nc17.vert.03||NC||8193||511128||periodicals||_||aja_sloleht_1998_03_26.ma||174||1077||11
estonian_nc17.vert.03||NC||8193||511129||periodicals||_||aja_sloleht_1998_03_26.ma||92||477||7
estonian_nc17.vert.03||NC||8193||511130||periodicals||_||aja_sloleht_1998_03_26.ma||16||97||1
estonian_nc17.vert.03||NC||8193||511131||periodicals||_||aja_sloleht_1998_03_26.ma||141||1009||11
estonian_nc17.vert.03||NC||8193||511132||periodicals||_||aja_sloleht_1998_03_26.ma||222||1650||12
estonian_nc17.vert.03||NC||8193||511133||periodicals||_||aja_sloleht_1998_03_26.ma||1125||7684||86
estonian_nc17.vert.03||NC||8193||511134||periodicals||_||aja_sloleht_1998_03_26.ma||591||4058||40
estonian_nc17.vert.03||NC||8193||511135||periodicals||_||aja_sloleht_1998_03_26.ma||949||5913||63
estonian_nc17.vert.03||NC||8193||511136||periodicals||_||aja_sloleht_1998_03_26.ma||681||4472||50
estonian_nc17.vert.03||NC||8193||511137||periodicals||_||aja_sloleht_1998_03_26.ma||530||2585||33
estonian_nc17.vert.03||NC||8193||511138||periodicals||_||aja_sloleht_1998_03_26.ma||149||1128||6
estonian_nc17.vert.03||NC||8193||511139||periodicals||_||aja_sloleht_1998_03_26.ma||837||4909||75
estonian_nc17.vert.03||NC||8193||511140||periodicals||_||aja_sloleht_1998_03_26.ma||33||247||2
estonian_nc17.vert.03||NC||8193||511141||periodicals||_||aja_sloleht_1998_03_26.ma||12||89||1
estonian_nc17.vert.03||NC||8193||511142||periodicals||_||aja_sloleht_1998_03_26.ma||461||3009||24
estonian_nc17.vert.03||NC||8193||511143||periodicals||_||aja_sloleht_1998_03_26.ma||492||3511||27
estonian_nc17.vert.03||NC||8230||513494||periodicals||_||aja_sloleht_1998_06_13.ma||10||86||1
estonian_nc17.vert.03||NC||8230||513495||periodicals||_||aja_sloleht_1998_06_13.ma||971||6555||82
estonian_nc17.vert.03||NC||8230||513496||periodicals||_||aja_sloleht_1998_06_13.ma||397||2734||21
estonian_nc17.vert.03||NC||8230||513497||periodicals||_||aja_sloleht_1998_06_13.ma||12||56||1
estonian_nc17.vert.03||NC||8230||513498||periodicals||_||aja_sloleht_1998_06_13.ma||228||1793||16
estonian_nc17.vert.03||NC||8230||513499||periodicals||_||aja_sloleht_1998_06_13.ma||416||2840||27
estonian_nc17.vert.03||NC||8230||513500||periodicals||_||aja_sloleht_1998_06_13.ma||9||62||1
estonian_nc17.vert.03||NC||8230||513501||periodicals||_||aja_sloleht_1998_06_13.ma||8||67||1
estonian_nc17.vert.03||NC||8230||513502||periodicals||_||aja_sloleht_1998_06_13.ma||319||2351||17
estonian_nc17.vert.03||NC||8230||513503||periodicals||_||aja_sloleht_1998_06_13.ma||72||534||4
estonian_nc17.vert.03||NC||8230||513504||periodicals||_||aja_sloleht_1998_06_13.ma||369||2568||20
estonian_nc17.vert.03||NC||8230||513505||periodicals||_||aja_sloleht_1998_06_13.ma||131||760||15
estonian_nc17.vert.03||NC||8230||513506||periodicals||_||aja_sloleht_1998_06_13.ma||290||1883||19
estonian_nc17.vert.03||NC||8230||513507||periodicals||_||aja_sloleht_1998_06_13.ma||9||63||1
estonian_nc17.vert.03||NC||8230||513508||periodicals||_||aja_sloleht_1998_06_13.ma||1099||7141||78
estonian_nc17.vert.03||NC||8230||513509||periodicals||_||aja_sloleht_1998_06_13.ma||207||1178||12
estonian_nc17.vert.03||NC||8230||513510||periodicals||_||aja_sloleht_1998_06_13.ma||287||2048||22
estonian_nc17.vert.03||NC||8230||513511||periodicals||_||aja_sloleht_1998_06_13.ma||312||2356||16
estonian_nc17.vert.03||NC||8230||513512||periodicals||_||aja_sloleht_1998_06_13.ma||301||2046||16
estonian_nc17.vert.03||NC||8230||513513||periodicals||_||aja_sloleht_1998_06_13.ma||414||2550||37
estonian_nc17.vert.03||NC||8230||513514||periodicals||_||aja_sloleht_1998_06_13.ma||234||1418||15
estonian_nc17.vert.03||NC||8230||513515||periodicals||_||aja_sloleht_1998_06_13.ma||195||1485||11
estonian_nc17.vert.03||NC||8230||513516||periodicals||_||aja_sloleht_1998_06_13.ma||150||806||12
estonian_nc17.vert.03||NC||8230||513517||periodicals||_||aja_sloleht_1998_06_13.ma||506||3114||37
estonian_nc17.vert.03||NC||8230||513518||periodicals||_||aja_sloleht_1998_06_13.ma||133||921||7
estonian_nc17.vert.03||NC||8230||513519||periodicals||_||aja_sloleht_1998_06_13.ma||7||54||1
estonian_nc17.vert.03||NC||8230||513520||periodicals||_||aja_sloleht_1998_06_13.ma||500||3792||25
estonian_nc17.vert.03||NC||8230||513521||periodicals||_||aja_sloleht_1998_06_13.ma||6||47||1
estonian_nc17.vert.03||NC||8230||513522||periodicals||_||aja_sloleht_1998_06_13.ma||629||4495||29
estonian_nc17.vert.03||NC||8230||513523||periodicals||_||aja_sloleht_1998_06_13.ma||405||2545||24
estonian_nc17.vert.03||NC||8230||513524||periodicals||_||aja_sloleht_1998_06_13.ma||608||4510||32
estonian_nc17.vert.03||NC||8230||513525||periodicals||_||aja_sloleht_1998_06_13.ma||4||39||1
estonian_nc17.vert.03||NC||8230||513526||periodicals||_||aja_sloleht_1998_06_13.ma||306||2064||22
estonian_nc17.vert.03||NC||8230||513527||periodicals||_||aja_sloleht_1998_06_13.ma||305||2174||22
estonian_nc17.vert.03||NC||8230||513528||periodicals||_||aja_sloleht_1998_06_13.ma||672||3958||48
estonian_nc17.vert.03||NC||8230||513529||periodicals||_||aja_sloleht_1998_06_13.ma||737||4664||46
estonian_nc17.vert.03||NC||8230||513530||periodicals||_||aja_sloleht_1998_06_13.ma||651||4251||49
estonian_nc17.vert.03||NC||8230||513531||periodicals||_||aja_sloleht_1998_06_13.ma||474||2308||52
estonian_nc17.vert.03||NC||8230||513532||periodicals||_||aja_sloleht_1998_06_13.ma||272||2013||19
estonian_nc17.vert.03||NC||8230||513533||periodicals||_||aja_sloleht_1998_06_13.ma||846||5419||55
estonian_nc17.vert.03||NC||8230||513534||periodicals||_||aja_sloleht_1998_06_13.ma||363||2400||26
estonian_nc17.vert.03||NC||8230||513535||periodicals||_||aja_sloleht_1998_06_13.ma||8||63||1
estonian_nc17.vert.03||NC||8230||513536||periodicals||_||aja_sloleht_1998_06_13.ma||558||3423||45
estonian_nc17.vert.03||NC||8230||513537||periodicals||_||aja_sloleht_1998_06_13.ma||122||883||9
estonian_nc17.vert.03||NC||8230||513538||periodicals||_||aja_sloleht_1998_06_13.ma||296||2057||16
estonian_nc17.vert.03||NC||8230||513539||periodicals||_||aja_sloleht_1998_06_13.ma||235||1443||14
estonian_nc17.vert.03||NC||8230||513540||periodicals||_||aja_sloleht_1998_06_13.ma||227||1509||16
estonian_nc17.vert.03||NC||8230||513541||periodicals||_||aja_sloleht_1998_06_13.ma||198||1447||10
estonian_nc17.vert.03||NC||8230||513542||periodicals||_||aja_sloleht_1998_06_13.ma||7||55||1
estonian_nc17.vert.03||NC||8230||513543||periodicals||_||aja_sloleht_1998_06_13.ma||492||3433||30
estonian_nc17.vert.03||NC||8230||513544||periodicals||_||aja_sloleht_1998_06_13.ma||278||2050||18
estonian_nc17.vert.03||NC||8230||513545||periodicals||_||aja_sloleht_1998_06_13.ma||342||2518||21
estonian_nc17.vert.03||NC||8230||513546||periodicals||_||aja_sloleht_1998_06_13.ma||171||1113||12
estonian_nc17.vert.03||NC||8230||513547||periodicals||_||aja_sloleht_1998_06_13.ma||5||49||1
estonian_nc17.vert.03||NC||8230||513548||periodicals||_||aja_sloleht_1998_06_13.ma||513||3214||31
estonian_nc17.vert.03||NC||8230||513549||periodicals||_||aja_sloleht_1998_06_13.ma||421||2620||27
estonian_nc17.vert.03||NC||8230||513550||periodicals||_||aja_sloleht_1998_06_13.ma||530||2880||40
estonian_nc17.vert.03||NC||8230||513551||periodicals||_||aja_sloleht_1998_06_13.ma||103||749||5
estonian_nc17.vert.03||NC||8230||513552||periodicals||_||aja_sloleht_1998_06_13.ma||27||190||1
estonian_nc17.vert.03||NC||8230||513553||periodicals||_||aja_sloleht_1998_06_13.ma||517||3290||87
estonian_nc17.vert.03||NC||8230||513554||periodicals||_||aja_sloleht_1998_06_13.ma||652||3971||82
estonian_nc17.vert.03||NC||8230||513555||periodicals||_||aja_sloleht_1998_06_13.ma||698||4357||31
estonian_nc17.vert.03||NC||8230||513556||periodicals||_||aja_sloleht_1998_06_13.ma||8||73||1
estonian_nc17.vert.03||NC||8230||513557||periodicals||_||aja_sloleht_1998_06_13.ma||733||4653||40
